21:32:53.66,1,SEND,1,731
21:32:53.67,1,RECEIVE,1,820
21:32:54.63,1,SEND,2,749
21:32:54.64,1,RECEIVE,2,889
21:32:54.179,2,SEND,2,804
21:32:54.179,2,RECEIVE,2,966
21:32:55.63,1,SEND,3,793
21:32:55.64,1,RECEIVE,3,1087
21:32:55.173,2,SEND,3,764
21:32:55.173,2,RECEIVE,3,1047
21:32:55.272,3,RECEIVE,3,970
21:32:55.273,3,SEND,3,795
21:32:56.62,1,SEND,4,728
21:32:56.63,1,RECEIVE,4,1128
21:32:56.173,2,SEND,4,768
21:32:56.173,2,RECEIVE,4,1132
21:32:56.273,3,RECEIVE,4,1132
21:32:56.273,3,SEND,4,761
21:32:56.362,4,SEND,4,801
21:32:56.363,4,RECEIVE,4,1120
21:32:57.62,1,SEND,5,748
21:32:57.63,1,RECEIVE,5,1270
21:32:57.172,2,SEND,5,813
21:32:57.173,2,RECEIVE,5,1315
21:32:57.272,3,RECEIVE,5,1315
21:32:57.273,3,SEND,5,785
21:32:57.362,4,RECEIVE,5,1214
21:32:57.363,4,SEND,5,782
21:32:57.462,5,SEND,5,811
21:32:57.463,5,RECEIVE,5,1326
21:32:58.63,1,SEND,6,820
21:32:58.63,1,RECEIVE,6,1553
21:32:58.172,2,RECEIVE,6,1416
21:32:58.173,2,SEND,6,779
21:32:58.272,3,SEND,6,821
21:32:58.273,3,RECEIVE,6,1664
21:32:58.362,4,SEND,6,811
21:32:58.363,4,RECEIVE,6,1690
21:32:58.463,5,RECEIVE,6,1449
21:32:58.463,5,SEND,6,774
21:32:58.563,6,RECEIVE,6,1392
21:32:58.563,6,SEND,6,796
21:32:59.63,1,SEND,7,729
21:32:59.64,1,RECEIVE,7,1602
21:32:59.172,2,SEND,7,815
21:32:59.173,2,RECEIVE,7,1742
21:32:59.273,3,RECEIVE,7,1493
21:32:59.273,3,SEND,7,722
21:32:59.363,4,RECEIVE,7,1404
21:32:59.363,4,SEND,7,750
21:32:59.462,5,RECEIVE,7,1478
21:32:59.463,5,SEND,7,732
21:32:59.562,6,RECEIVE,7,1436
21:32:59.563,6,SEND,7,781
21:32:59.663,7,RECEIVE,7,1240
21:32:59.663,7,SEND,7,781
21:33:0.62,1,SEND,8,765
21:33:0.63,1,RECEIVE,8,1588
21:33:0.172,2,RECEIVE,8,1449
21:33:0.173,2,SEND,8,759
21:33:0.273,3,RECEIVE,8,1532
21:33:0.273,3,SEND,8,732
21:33:0.363,4,RECEIVE,8,1542
21:33:0.363,4,SEND,8,778
21:33:0.463,5,RECEIVE,8,1570
21:33:0.463,5,SEND,8,810
21:33:0.563,6,SEND,8,749
21:33:0.563,6,RECEIVE,8,1722
21:33:0.663,7,RECEIVE,8,1616
21:33:0.663,7,SEND,8,726
21:33:0.763,8,SEND,8,785
21:33:0.763,8,RECEIVE,8,1463
21:33:1.62,1,SEND,9,726
21:33:1.63,1,RECEIVE,9,1657
21:33:1.173,2,RECEIVE,9,1657
21:33:1.173,2,SEND,9,772
21:33:1.273,3,RECEIVE,9,1670
21:33:1.273,3,SEND,9,810
21:33:1.363,4,RECEIVE,9,1749
21:33:1.363,4,SEND,9,795
21:33:1.463,5,RECEIVE,9,1766
21:33:1.463,5,SEND,9,769
21:33:1.563,6,RECEIVE,9,1651
21:33:1.563,6,SEND,9,782
21:33:1.662,7,RECEIVE,9,1758
21:33:1.663,7,SEND,9,797
21:33:1.762,8,SEND,9,755
21:33:1.763,8,RECEIVE,9,1799
21:33:1.863,9,RECEIVE,9,1565
21:33:1.863,9,SEND,9,782
21:33:2.62,1,SEND,10,760
21:33:2.63,1,RECEIVE,10,1967
21:33:2.173,2,RECEIVE,10,1967
21:33:2.173,2,SEND,10,787
21:33:2.273,3,SEND,10,766
21:33:2.273,3,RECEIVE,10,2072
21:33:2.363,4,SEND,10,790
21:33:2.363,4,RECEIVE,10,2052
21:33:2.463,5,RECEIVE,10,1933
21:33:2.463,5,SEND,10,795
21:33:2.563,6,RECEIVE,10,1959
21:33:2.563,6,SEND,10,776
21:33:2.663,7,RECEIVE,10,1953
21:33:2.663,7,SEND,10,777
21:33:2.763,8,SEND,10,819
21:33:2.763,8,RECEIVE,10,1997
21:33:2.863,9,SEND,10,810
21:33:2.863,9,RECEIVE,10,2131
21:33:2.963,10,RECEIVE,10,1766
21:33:2.963,10,SEND,10,816
21:33:3.63,1,SEND,11,819
21:33:3.63,1,RECEIVE,11,2251
21:33:3.172,2,SEND,11,734
21:33:3.173,2,RECEIVE,11,2309
21:33:3.273,3,RECEIVE,11,2108
21:33:3.273,3,SEND,11,781
21:33:3.362,4,SEND,11,817
21:33:3.363,4,RECEIVE,11,2240
21:33:3.463,5,RECEIVE,11,2240
21:33:3.463,5,SEND,11,741
21:33:3.566,6,RECEIVE,11,2186
21:33:3.566,6,SEND,11,814
21:33:3.663,7,RECEIVE,11,2224
21:33:3.663,7,SEND,11,762
21:33:3.763,8,RECEIVE,11,2066
21:33:3.763,8,SEND,11,761
21:33:3.862,9,SEND,11,767
21:33:3.863,9,RECEIVE,11,2108
21:33:3.963,10,RECEIVE,11,2109
21:33:3.963,10,SEND,11,807
21:33:4.62,11,SEND,11,814
21:33:4.63,11,RECEIVE,11,1951
21:33:4.64,1,RECEIVE,11,1763
21:33:4.64,1,SEND,11,804
21:33:4.172,2,SEND,12,760
21:33:4.173,2,RECEIVE,12,2275
21:33:4.273,3,RECEIVE,12,2275
21:33:4.273,3,SEND,12,729
21:33:4.362,4,RECEIVE,12,2082
21:33:4.363,4,SEND,12,791
21:33:4.463,5,RECEIVE,12,2197
21:33:4.463,5,SEND,12,737
21:33:4.563,6,RECEIVE,12,2193
21:33:4.563,6,SEND,12,741
21:33:4.663,7,RECEIVE,12,2120
21:33:4.663,7,SEND,12,813
21:33:4.763,8,RECEIVE,12,2171
21:33:4.763,8,SEND,12,813
21:33:4.863,9,RECEIVE,12,2132
21:33:4.863,9,SEND,12,753
21:33:4.963,10,RECEIVE,12,2210
21:33:4.963,10,SEND,12,774
21:33:5.62,11,SEND,12,752
21:33:5.63,1,SEND,12,771
21:33:5.63,11,RECEIVE,12,2210
21:33:5.64,1,RECEIVE,12,2209
21:33:5.162,12,SEND,12,822
21:33:5.163,2,RECEIVE,12,1785
21:33:5.163,2,SEND,12,790
21:33:5.163,12,RECEIVE,12,2028
21:33:5.273,3,SEND,13,798
21:33:5.273,3,RECEIVE,13,2406
21:33:5.363,4,RECEIVE,13,2353
21:33:5.363,4,SEND,13,747
21:33:5.463,5,RECEIVE,13,2309
21:33:5.463,5,SEND,13,813
21:33:5.563,6,RECEIVE,13,2385
21:33:5.563,6,SEND,13,764
21:33:5.663,7,RECEIVE,13,2408
21:33:5.663,7,SEND,13,790
21:33:5.762,8,SEND,13,806
21:33:5.763,8,RECEIVE,13,2515
21:33:5.863,9,RECEIVE,13,2378
21:33:5.863,9,SEND,13,764
21:33:5.962,10,SEND,13,761
21:33:5.963,10,RECEIVE,13,2476
21:33:6.62,11,SEND,13,817
21:33:6.63,1,SEND,13,817
21:33:6.63,11,RECEIVE,13,2489
21:33:6.64,1,RECEIVE,13,2488
21:33:6.162,12,SEND,13,732
21:33:6.163,2,RECEIVE,13,2398
21:33:6.163,2,SEND,13,764
21:33:6.163,12,RECEIVE,13,2373
21:33:6.263,13,RECEIVE,13,2032
21:33:6.263,13,SEND,13,760
21:33:6.263,3,SEND,13,759
21:33:6.264,3,RECEIVE,13,2032
21:33:6.353,4,SEND,14,799
21:33:6.354,4,RECEIVE,14,2567
21:33:6.463,5,RECEIVE,14,2496
21:33:6.463,5,SEND,14,781
21:33:6.563,6,RECEIVE,14,2464
21:33:6.563,6,SEND,14,726
21:33:6.663,7,RECEIVE,14,2426
21:33:6.663,7,SEND,14,774
21:33:6.763,8,SEND,14,820
21:33:6.764,8,RECEIVE,14,2424
21:33:6.862,9,SEND,14,749
21:33:6.863,9,RECEIVE,14,2497
21:33:6.962,10,SEND,14,763
21:33:6.963,10,RECEIVE,14,2413
21:33:7.63,11,SEND,14,784
21:33:7.63,1,SEND,14,741
21:33:7.64,1,RECEIVE,14,2303
21:33:7.65,11,RECEIVE,14,2304
21:33:7.163,12,SEND,14,772
21:33:7.163,2,RECEIVE,14,2343
21:33:7.163,2,SEND,14,733
21:33:7.164,12,RECEIVE,14,2313
21:33:7.263,13,RECEIVE,14,2313
21:33:7.263,13,SEND,14,821
21:33:7.264,3,SEND,14,788
21:33:7.264,3,RECEIVE,14,2402
21:33:7.363,14,RECEIVE,14,2035
21:33:7.363,14,SEND,14,798
21:33:7.363,4,RECEIVE,14,1989
21:33:7.363,4,SEND,14,735
21:33:7.453,5,RECEIVE,15,2487
21:33:7.453,5,SEND,15,767
21:33:7.563,6,RECEIVE,15,2473
21:33:7.563,6,SEND,15,728
21:33:7.663,7,RECEIVE,15,2475
21:33:7.663,7,SEND,15,812
21:33:7.763,8,RECEIVE,15,2369
21:33:7.763,8,SEND,15,792
21:33:7.862,9,SEND,15,746
21:33:7.863,9,RECEIVE,15,2482
21:33:7.963,10,RECEIVE,15,2396
21:33:7.963,10,SEND,15,732
21:33:8.63,11,RECEIVE,15,2279
21:33:8.63,11,SEND,15,751
21:33:8.63,1,SEND,15,773
21:33:8.64,1,RECEIVE,15,2450
21:33:8.162,12,SEND,15,737
21:33:8.163,2,RECEIVE,15,2415
21:33:8.163,2,SEND,15,800
21:33:8.163,12,RECEIVE,15,2483
21:33:8.263,13,SEND,15,765
21:33:8.263,13,RECEIVE,15,2572
21:33:8.263,3,SEND,15,775
21:33:8.263,3,RECEIVE,15,2413
21:33:8.363,14,RECEIVE,15,2414
21:33:8.363,14,SEND,15,745
21:33:8.363,4,RECEIVE,15,2360
21:33:8.363,4,SEND,15,762
21:33:8.462,5,SEND,15,814
21:33:8.463,15,RECEIVE,15,2131
21:33:8.463,15,SEND,15,750
21:33:8.463,5,RECEIVE,15,2160
21:33:8.553,6,RECEIVE,16,2535
21:33:8.553,6,SEND,16,726
21:33:8.662,7,SEND,16,782
21:33:8.663,7,RECEIVE,16,2639
21:33:8.763,8,SEND,16,783
21:33:8.763,8,RECEIVE,16,2610
21:33:8.863,9,SEND,16,782
21:33:8.863,9,RECEIVE,16,2530
21:33:8.963,10,RECEIVE,16,2531
21:33:8.963,10,SEND,16,805
21:33:9.63,11,RECEIVE,16,2604
21:33:9.63,1,RECEIVE,16,2431
21:33:9.96,1,SEND,16,738
21:33:9.97,11,SEND,16,752
21:33:9.163,12,RECEIVE,16,2385
21:33:9.163,12,SEND,16,820
21:33:9.163,2,RECEIVE,16,2652
21:33:9.163,2,SEND,16,821
21:33:9.264,13,RECEIVE,16,2585
21:33:9.264,3,RECEIVE,16,2653
21:33:9.264,3,SEND,16,731
21:33:9.264,13,SEND,16,789
21:33:9.363,14,RECEIVE,16,2654
21:33:9.363,14,SEND,16,755
21:33:9.363,4,SEND,16,780
21:33:9.364,4,RECEIVE,16,2663
21:33:9.463,15,RECEIVE,16,2544
21:33:9.463,5,RECEIVE,16,2469
21:33:9.464,15,SEND,16,723
21:33:9.464,5,SEND,16,769
21:33:9.563,6,RECEIVE,16,2143
21:33:9.563,6,SEND,16,749
21:33:9.563,16,RECEIVE,16,2261
21:33:9.563,16,SEND,16,774
21:33:9.653,7,RECEIVE,17,2651
21:33:9.653,7,SEND,17,760
21:33:9.763,8,RECEIVE,17,2628
21:33:9.763,8,SEND,17,792
21:33:9.863,9,SEND,17,761
21:33:9.863,9,RECEIVE,17,2723
21:33:9.963,10,SEND,17,777
21:33:9.963,10,RECEIVE,17,2825
21:33:10.63,11,RECEIVE,17,2696
21:33:10.63,11,SEND,17,767
21:33:10.63,1,SEND,17,733
21:33:10.64,1,RECEIVE,17,2843
21:33:10.172,12,SEND,17,723
21:33:10.173,2,RECEIVE,17,2608
21:33:10.173,2,SEND,17,789
21:33:10.174,12,RECEIVE,17,2866
21:33:10.273,13,SEND,17,752
21:33:10.273,3,RECEIVE,17,2484
21:33:10.273,3,SEND,17,731
21:33:10.274,13,RECEIVE,17,2708
21:33:10.363,14,RECEIVE,17,2540
21:33:10.363,14,SEND,17,747
21:33:10.363,4,RECEIVE,17,2531
21:33:10.363,4,SEND,17,799
21:33:10.463,5,SEND,17,801
21:33:10.463,15,RECEIVE,17,2676
21:33:10.463,15,SEND,17,809
21:33:10.464,5,RECEIVE,17,2808
21:33:10.562,6,SEND,17,801
21:33:10.563,16,RECEIVE,17,2721
21:33:10.563,16,SEND,17,730
21:33:10.563,6,RECEIVE,17,2847
21:33:10.662,7,SEND,17,742
21:33:10.663,17,SEND,17,799
21:33:10.663,7,RECEIVE,17,2372
21:33:10.663,17,RECEIVE,17,2417
21:33:10.753,8,SEND,18,817
21:33:10.753,8,RECEIVE,18,2949
21:33:10.863,9,RECEIVE,18,2748
21:33:10.863,9,SEND,18,777
21:33:10.963,10,RECEIVE,18,2749
21:33:10.963,10,SEND,18,764
21:33:11.63,1,SEND,18,788
21:33:11.63,11,RECEIVE,18,2949
21:33:11.64,11,SEND,18,727
21:33:11.64,1,RECEIVE,18,2851
21:33:11.163,12,RECEIVE,18,2692
21:33:11.163,12,SEND,18,803
21:33:11.163,2,SEND,18,774
21:33:11.164,2,RECEIVE,18,3029
21:33:11.263,13,SEND,18,818
21:33:11.263,13,RECEIVE,18,2928
21:33:11.263,3,SEND,18,797
21:33:11.264,3,RECEIVE,18,3103
21:33:11.362,14,SEND,18,741
21:33:11.363,4,RECEIVE,18,3042
21:33:11.363,4,SEND,18,811
21:33:11.364,14,RECEIVE,18,3249
21:33:11.463,5,SEND,18,802
21:33:11.464,5,RECEIVE,18,2922
21:33:11.464,15,SEND,18,730
21:33:11.464,15,RECEIVE,18,3056
21:33:11.563,6,SEND,18,796
21:33:11.563,16,RECEIVE,18,2972
21:33:11.564,16,SEND,18,795
21:33:11.564,6,RECEIVE,18,2797
21:33:11.662,7,SEND,18,811
21:33:11.663,17,SEND,18,820
21:33:11.663,7,RECEIVE,18,3126
21:33:11.664,17,RECEIVE,18,3127
21:33:11.762,18,SEND,18,793
21:33:11.763,8,RECEIVE,18,2582
21:33:11.763,8,SEND,18,790
21:33:11.763,18,RECEIVE,18,2882
21:33:11.854,9,SEND,19,770
21:33:11.854,9,RECEIVE,19,3337
21:33:11.963,10,SEND,19,805
21:33:11.963,10,RECEIVE,19,3366
21:33:12.62,11,SEND,19,781
21:33:12.63,1,SEND,19,809
21:33:12.63,11,RECEIVE,19,3404
21:33:12.64,1,RECEIVE,19,3352
21:33:12.163,12,RECEIVE,19,3353
21:33:12.163,12,SEND,19,809
21:33:12.164,2,RECEIVE,19,3260
21:33:12.164,2,SEND,19,739
21:33:12.263,13,RECEIVE,19,3182
21:33:12.263,13,SEND,19,773
21:33:12.264,3,SEND,19,732
